DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200500685,06/14/2020 12:00:00 AM,06/14/2020 12:00:00 AM,1851,05,Harbor,0504,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1236 1402,0,X,X,404,DEPARTMENT STORE,,,AA,Adult Arrest,442,998,,,NORMANDIE,190TH,33.8583,-118.2992
201106632,02/28/2020 12:00:00 AM,02/28/2020 12:00:00 AM,1320,11,Northeast,1144,1,330,BURGLARY FROM VEHICLE,0344 0358 1307,32,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,2600    ARMSTRONG                    AV,,34.1042,-118.2639
200605491,02/01/2020 12:00:00 AM,02/01/2020 12:00:00 AM,0330,06,Hollywood,0632,1,330,BURGLARY FROM VEHICLE,1300 1307 1601 1609 0329 0344,30,M,W,101,STREET,,,IC,Invest Cont,330,,,,PINE TREE                    DR,LONDONDERRY                  PL,34.104,-118.3755
200116039,08/08/2020 12:00:00 AM,08/08/2020 12:00:00 AM,0200,01,Central,0191,2,624,BATTERY - SIMPLE ASSAULT,0361 0416,43,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1400    WRIGHT                       ST,,34.0396,-118.2726
201207883,02/26/2020 12:00:00 AM,02/26/2020 12:00:00 AM,1425,12,77th Street,1233,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 1402 0416 0445 1822,53,M,B,108,PARKING LOT,311,HAMMER,IC,Invest Cont,230,998,,,1800 W  SLAUSON                      AV,,33.9892,-118.3089
200918905,12/28/2020 12:00:00 AM,12/26/2020 12:00:00 AM,2040,09,Van Nuys,0935,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0429 1218 2000,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,14100    SYLVAN                       ST,,34.1847,-118.44
200915292,09/28/2020 12:00:00 AM,09/28/2020 12:00:00 AM,1730,09,Van Nuys,0935,2,624,BATTERY - SIMPLE ASSAULT,1414 0342 0416,57,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",308,STICK,AO,Adult Other,624,,,,14100    DELANO                       ST,,34.1826,-118.4444
200911790,06/30/2020 12:00:00 AM,06/30/2020 12:00:00 AM,2020,09,Van Nuys,0909,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0906 0329 0342 1309 0311,54,M,W,406,OTHER STORE,,,IC,Invest Cont,740,,,,7200    WOODMAN                      AV,,34.2012,-118.4312
201216112,07/08/2020 12:00:00 AM,07/08/2020 12:00:00 AM,0555,12,77th Street,1241,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0913 0329 0432,50,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,6000    BRYNHURST                    AV,,33.9829,-118.3338
200214549,09/02/2020 12:00:00 AM,09/01/2020 12:00:00 AM,2000,02,Rampart,0218,1,310,BURGLARY,1822 0601 0344 0398 1602 0382 0329,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,1500 W  SUNSET                       BL,,34.0758,-118.2552
200615818,09/24/2020 12:00:00 AM,09/24/2020 12:00:00 AM,0700,06,Hollywood,0646,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,6700 W  SUNSET                       BL,,34.098,-118.3365
200610004,04/26/2020 12:00:00 AM,04/25/2020 12:00:00 AM,1945,06,Hollywood,0615,1,330,BURGLARY FROM VEHICLE,1300 1307 1601 1609 0344 0352,48,M,A,101,STREET,,,IC,Invest Cont,330,,,,CANYON LAKE                  DR,ARROWHEAD                    DR,34.1276,-118.3269
201220162,09/07/2020 12:00:00 AM,09/07/2020 12:00:00 AM,1340,12,77th Street,1266,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0913,22,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,8000 S  HOOVER                       ST,,33.9662,-118.2871
200312848,06/18/2020 12:00:00 AM,06/17/2020 12:00:00 AM,0700,03,Southwest,0397,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,43RD,VERMONT,34.0055,-118.2915
201210401,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,2123,12,77th Street,1268,1,648,ARSON,1501 0323,56,F,X,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,648,,,,100 W  79TH                         ST,,33.9679,-118.2739
200411060,07/22/2020 12:00:00 AM,07/22/2020 12:00:00 AM,2210,04,Hollenbeck,0497,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,0,X,X,511,PROJECT/TENEMENT/PUBLIC HOUSING,,,IC,Invest Cont,740,,,,OLYMPIC,LORENA,34.0188,-118.2066
200816451,11/14/2020 12:00:00 AM,11/13/2020 12:00:00 AM,0200,08,West LA,0833,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1609 0216 1822 1309 1420,0,X,X,507,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,440,,,,1300    KELTON                       AV,,34.0543,-118.4435
200506572,03/01/2020 12:00:00 AM,02/29/2020 12:00:00 AM,2100,05,Harbor,0509,1,330,BURGLARY FROM VEHICLE,1300 1609 1307 0344 1206 0358 1302,55,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,WESTERN,LOMITA,33.7978,-118.3076
200309303,04/01/2020 12:00:00 AM,04/01/2020 12:00:00 AM,0555,03,Southwest,0396,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1100 1407,19,X,X,103,ALLEY,107,OTHER FIREARM,IC,Invest Cont,753,998,,,42ND                         ST,VERMONT                      AV,34.0073,-118.2915
201223852,11/03/2020 12:00:00 AM,11/03/2020 12:00:00 AM,1225,12,77th Street,1215,1,350,"THEFT, PERSON",1822 0344 0336,29,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,,,,SLAUSON                      AV,NORMANDIE,33.9891,-118.3002
200709746,05/28/2020 12:00:00 AM,05/28/2020 12:00:00 AM,1115,07,Wilshire,0784,2,624,BATTERY - SIMPLE ASSAULT,1202 1701 0444 0360,67,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2400 S  ORANGE                       DR,,34.0358,-118.3517
200806342,02/22/2020 12:00:00 AM,02/20/2020 12:00:00 AM,2100,08,West LA,0898,1,510,VEHICLE - STOLEN,,0,,,103,ALLEY,,,IC,Invest Cont,510,,,,2700 S  ROBERTSON                    BL,,34.0374,-118.3886
200310293,04/22/2020 12:00:00 AM,04/22/2020 12:00:00 AM,1000,03,Southwest,0319,2,940,EXTORTION,0202 0209 0422 1912 1916,22,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,940,,,,1900    ESTRELLA                     AV,,34.0339,-118.2755
200113636,06/19/2020 12:00:00 AM,06/16/2020 12:00:00 AM,1400,01,Central,0135,1,330,BURGLARY FROM VEHICLE,1307 0344,41,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,300 S  MAIN                         ST,,34.0481,-118.2472
200808746,04/26/2020 12:00:00 AM,04/26/2020 12:00:00 AM,1444,08,West LA,0859,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0325 0344 1309 1822,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,8700 W  PICO                         BL,,34.0544,-118.3816
200118182,09/18/2020 12:00:00 AM,09/18/2020 12:00:00 AM,1800,01,Central,0139,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 0329 1822,23,F,W,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,2ND                          ST,HEWITT,34.0472,-118.2352
200609109,04/15/2020 12:00:00 AM,04/15/2020 12:00:00 AM,1610,06,Hollywood,0642,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1402 1822 0344 0930,30,M,W,101,STREET,,,AA,Adult Arrest,331,998,,,GENESEE,SUNSET,34.0981,-118.3582
201014870,11/08/2020 12:00:00 AM,11/08/2020 12:00:00 AM,1821,10,West Valley,1044,2,354,THEFT OF IDENTITY,1822 0925,33,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,18400    HATTERAS                     ST,,34.1775,-118.5337
200811000,06/22/2020 12:00:00 AM,06/21/2020 12:00:00 AM,2120,08,West LA,0881,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1278,22,M,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,BUNDY,MISSOURI,34.0353,-118.4571
200711605,07/14/2020 12:00:00 AM,05/19/2020 12:00:00 AM,1000,07,Wilshire,0732,2,354,THEFT OF IDENTITY,1822 0930,34,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6300    COLGATE                      AV,,34.069,-118.3614
200607457,03/06/2020 12:00:00 AM,03/06/2020 12:00:00 AM,1720,06,Hollywood,0656,1,480,BIKE - STOLEN,1822 0344 1202 1602 0329,70,M,W,108,PARKING LOT,,,IC,Invest Cont,480,,,,COLE                         AV,ROMAINE,34.0889,-118.3299
200415554,12/03/2020 12:00:00 AM,11/30/2020 12:00:00 AM,0400,04,Hollenbeck,0404,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,M,X,301,GAS STATION,,,IC,Invest Cont,745,,,,400 S  AVENUE 60,,34.1074,-118.1858
201305363,01/24/2020 12:00:00 AM,01/24/2020 12:00:00 AM,1640,13,Newton,1395,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0444,20,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,500 E  68TH                         ST,,33.9779,-118.2666
201010267,06/22/2020 12:00:00 AM,06/22/2020 12:00:00 AM,1140,10,West Valley,1024,2,624,BATTERY - SIMPLE ASSAULT,0913 0444 0603 2021,51,F,W,104,DRIVEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,18600    HART                         ST,,34.1976,-118.5404
200807899,04/01/2020 12:00:00 AM,04/01/2020 12:00:00 AM,1830,08,West LA,0832,1,510,VEHICLE - STOLEN,,0,,,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510,,,,11600    MAYFIELD                     AV,,34.0534,-118.4613
201221702,09/30/2020 12:00:00 AM,09/30/2020 12:00:00 AM,2130,12,77th Street,1255,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1402 1407 1100 0430 0906,58,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,230,,,,76TH                         ST,VERMONT,33.9711,-118.2917
201217557,07/31/2020 12:00:00 AM,07/31/2020 12:00:00 AM,1855,12,77th Street,1283,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1823 0913 0448 0356 0319 1203,38,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,9300 S  WESTERN                      AV,,33.9515,-118.309
200305032,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,1310,03,Southwest,0343,1,210,ROBBERY,0906 0342 1402 0312 0334 0324 2024 1236 0432 1414,19,X,X,210,RESTAURANT/FAST FOOD,102,HAND GUN,JA,Juv Arrest,210,,,,3700 S  LA BREA                      AV,,34.0199,-118.3608
200907646,03/20/2020 12:00:00 AM,03/18/2020 12:00:00 AM,1630,09,Van Nuys,0933,2,354,THEFT OF IDENTITY,0377 0930 1822,0,M,H,101,STREET,,,IC,Invest Cont,354,,,,14600    FRIAR                        ST,,34.1857,-118.4509
201015320,11/23/2020 12:00:00 AM,11/22/2020 12:00:00 AM,2200,10,West Valley,1035,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1300 0385,51,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,6400    NEWCASTLE                    AV,,34.1868,-118.5255
200205661,01/29/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1430,02,Rampart,0256,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,X,X,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,745,,,,600    LITTLE                       ST,,34.0555,-118.2725
200615303,09/12/2020 12:00:00 AM,08/21/2020 12:00:00 AM,1500,06,Hollywood,0643,1,480,BIKE - STOLEN,0344,46,F,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,480,,,,1500 N  POINSETTIA                   PL,,34.098,-118.3479
200205914,02/08/2020 12:00:00 AM,02/08/2020 12:00:00 AM,1040,02,Rampart,0201,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0371 0445 1816 0906 1822,23,M,H,102,SIDEWALK,101,REVOLVER,IC,Invest Cont,230,,,,VERMONT                      AV,LOCKWOOD,34.0888,-118.2917
200317171,09/12/2020 12:00:00 AM,09/11/2020 12:00:00 AM,1900,03,Southwest,0353,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108,PARKING LOT,,,IC,Invest Cont,420,,,,3700    CRENSHAW                     BL,,34.0209,-118.3406
201221933,10/03/2020 12:00:00 AM,10/03/2020 12:00:00 AM,2245,12,77th Street,1256,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1241 1243 1813 1821 0913 0416 0446 0212,33,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,900 W  75TH                         ST,,33.9717,-118.2887
200406662,03/08/2020 12:00:00 AM,03/06/2020 12:00:00 AM,1800,04,Hollenbeck,0457,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,33,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,400 N  FOREST                       AV,,34.0445,-118.2025
200212426,07/11/2020 12:00:00 AM,07/10/2020 12:00:00 AM,2230,02,Rampart,0249,1,220,ATTEMPTED ROBBERY,1822 0342 0400 0305 0448 0401 0370 0216,27,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,,,6TH                          ST,BIXEL                        ST,34.0541,-118.2621
201207118,02/13/2020 12:00:00 AM,02/13/2020 12:00:00 AM,1736,12,77th Street,1258,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1402 1822 0325 0344 2024,0,X,X,203,OTHER BUSINESS,,,JA,Juv Arrest,341,998,,,7200 S  BROADWAY,,33.9747,-118.2783
200710645,05/31/2020 12:00:00 AM,05/30/2020 12:00:00 AM,1625,07,Wilshire,0711,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0447 1212 1822,0,X,X,101,STREET,212,BOTTLE,IC,Invest Cont,231,,,,BEVERLY,FAIRFAX,34.0761,-118.3614
200108686,03/07/2020 12:00:00 AM,03/05/2020 12:00:00 AM,2030,01,Central,0134,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 2032,33,M,W,402,MARKET,,,IC,Invest Cont,440,,,,300 S  HILL                         ST,,34.0517,-118.2491
201219590,08/29/2020 12:00:00 AM,08/29/2020 12:00:00 AM,1720,12,77th Street,1251,1,761,BRANDISH WEAPON,0334 1822 2033 0910,50,M,B,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761,,,,CRENSHAW,FLORENCE,33.9745,-118.3309
200910010,05/22/2020 12:00:00 AM,05/21/2020 12:00:00 AM,1800,09,Van Nuys,0909,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,WOODMAN                      AV,WOODMAN                      PL,34.2072,-118.4312
201011121,07/19/2020 12:00:00 AM,07/18/2020 12:00:00 AM,1800,10,West Valley,1045,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,ETIWANDA,OXNARD,34.1802,-118.5308
200505252,01/30/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1900,05,Harbor,0565,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300 0377 1606,46,F,B,707,GARAGE/CARPORT,,,IC,Invest Cont,420,,,,800 S  GRAND                        AV,,33.737,-118.2901
200905992,02/14/2020 12:00:00 AM,02/13/2020 12:00:00 AM,1050,09,Van Nuys,0923,1,350,"THEFT, PERSON",0344 0448 1309 0346 1822,46,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,,,,VESPER,HAMLIN,34.1887,-118.4509
201212199,05/05/2020 12:00:00 AM,05/04/2020 12:00:00 AM,1700,12,77th Street,1273,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,8800 S  WESTERN                      AV,,33.9582,-118.309
200910755,06/06/2020 12:00:00 AM,06/06/2020 12:00:00 AM,1830,09,Van Nuys,0943,2,624,BATTERY - SIMPLE ASSAULT,0416 1810,57,M,W,701,HOSPITAL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,14400    EMELITA                      ST,,34.1767,-118.4465
200616407,10/07/2020 12:00:00 AM,10/07/2020 12:00:00 AM,0830,06,Hollywood,0645,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 0334 0416 0421,49,M,H,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230,930,,,7000 W  SUNSET                       BL,,34.098,-118.342
200211432,06/17/2020 12:00:00 AM,06/16/2020 12:00:00 AM,2000,02,Rampart,0215,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,BELLEVUE,CORONADO,34.0755,-118.2727
200811205,06/28/2020 12:00:00 AM,06/27/2020 12:00:00 AM,2100,08,West LA,0842,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2000 0416 0446,35,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,1400 S  WESTGATE                     AV,,34.0431,-118.4599
200507883,04/02/2020 12:00:00 AM,03/26/2020 12:00:00 AM,1755,05,Harbor,0566,1,330,BURGLARY FROM VEHICLE,0344 1300 1601,45,F,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,400 W  7TH                          ST,,33.7347,-118.2842
200912549,07/20/2020 12:00:00 AM,07/19/2020 12:00:00 AM,0545,09,Van Nuys,0969,1,330,BURGLARY FROM VEHICLE,0344 2004,36,F,X,108,PARKING LOT,,,AA,Adult Arrest,330,,,,4900    COLDWATER CANYON             AV,,34.1597,-118.4138
200210575,05/24/2020 12:00:00 AM,05/24/2020 12:00:00 AM,0830,02,Rampart,0215,1,761,BRANDISH WEAPON,2004 1218 0334 0432 0913 1817,49,M,W,158,TRANSIENT ENCAMPMENT,213,CLEAVER,AO,Adult Other,761,,,,SILVER LAKE                  BL,HOLLYWOOD                    FY,34.0772,-118.2818
200514509,09/25/2020 12:00:00 AM,09/24/2020 12:00:00 AM,2200,05,Harbor,0513,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,44,M,W,108,PARKING LOT,,,IC,Invest Cont,440,,,,1400 W  PACIFIC COAST                HY,,33.7907,-118.2829
200811770,07/11/2020 12:00:00 AM,07/11/2020 12:00:00 AM,0330,08,West LA,0852,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,X,X,301,GAS STATION,,,IC,Invest Cont,745,,,,11700    SANTA MONICA                 BL,,34.0435,-118.4565
200216352,10/19/2020 12:00:00 AM,10/19/2020 12:00:00 AM,1630,02,Rampart,0235,1,210,ROBBERY,1822 0342 0344 0400 0416 0446 1308 1309 1313 0390,64,F,O,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,100 N  ALVARADO                     ST,,34.0677,-118.2731
200612537,07/13/2020 12:00:00 AM,07/11/2020 12:00:00 AM,2100,06,Hollywood,0646,1,330,BURGLARY FROM VEHICLE,0358 0344 1300 1609 1822,38,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,1600    SCHRADER                     BL,,34.0998,-118.3325
200616009,09/28/2020 12:00:00 AM,09/28/2020 12:00:00 AM,1220,06,Hollywood,0663,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1309 0349 1822,0,X,X,101,STREET,,,IC,Invest Cont,420,,,,LAS PALMAS,LEXINGTON,34.0926,-118.3363
200216535,10/23/2020 12:00:00 AM,10/23/2020 12:00:00 AM,0245,02,Rampart,0202,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 1307 0329,29,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,SANTA MONICA                 BL,VIRGIL,34.0909,-118.2867
200811087,06/24/2020 12:00:00 AM,06/23/2020 12:00:00 AM,2200,08,West LA,0898,2,624,BATTERY - SIMPLE ASSAULT,0416,24,M,W,514,GROUP HOME,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,8900    HARGIS                       ST,,34.0352,-118.387
200614091,08/17/2020 12:00:00 AM,08/17/2020 12:00:00 AM,0230,06,Hollywood,0657,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 1609,52,M,H,108,PARKING LOT,,,IC,Invest Cont,740,,,,1000 N  WILTON                       PL,,34.0885,-118.3136
200711930,06/27/2020 12:00:00 AM,06/27/2020 12:00:00 AM,1320,07,Wilshire,0721,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,33,F,W,404,DEPARTMENT STORE,,,IC,Invest Cont,440,,,,BEVERLY                      BL,LA CIENEGA,34.0761,-118.3766
200305928,02/02/2020 12:00:00 AM,02/02/2020 12:00:00 AM,1227,03,Southwest,0375,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 0342 1309 0216,19,X,X,402,MARKET,,,IC,Invest Cont,442,,,,2000 W  MARTIN LUTHER KING           BL,,34.0146,-118.313
200917073,11/11/2020 12:00:00 AM,11/10/2020 12:00:00 AM,2150,09,Van Nuys,0911,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416,37,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,15500    VANOWEN                      ST,,34.1939,-118.471
200618475,11/25/2020 12:00:00 AM,11/23/2020 12:00:00 AM,2300,06,Hollywood,0647,1,330,BURGLARY FROM VEHICLE,0344 0358 1300 1609 1822,26,F,B,101,STREET,,,IC,Invest Cont,330,,,,ARGYLE,SELMA,34.0998,-118.3252
201210267,04/03/2020 12:00:00 AM,04/02/2020 12:00:00 AM,2000,12,77th Street,1269,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,28,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,745,,,,600 E  85TH                         ST,,33.961,-118.2651
201225434,11/25/2020 12:00:00 AM,11/25/2020 12:00:00 AM,1800,12,77th Street,1241,2,922,CHILD STEALING,1501,20,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,922,,,,6300 S  VICTORIA                     AV,,33.9806,-118.3323
200115355,07/25/2020 12:00:00 AM,07/25/2020 12:00:00 AM,1200,01,Central,0174,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000 1813 0445 0913 1414,41,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,626,,,,700 S  MAIN                         ST,,34.0437,-118.2518
200214111,08/22/2020 12:00:00 AM,07/25/2020 12:00:00 AM,1300,02,Rampart,0285,2,354,THEFT OF IDENTITY,0922 1822,38,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1800 W  12TH                         ST,,34.0473,-118.2784
201007576,03/26/2020 12:00:00 AM,03/26/2020 12:00:00 AM,1845,10,West Valley,1021,2,940,EXTORTION,1822 1202 1420,75,M,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,940,,,,7000    AURA                         AV,,34.1975,-118.5546
200807638,03/22/2020 12:00:00 AM,03/21/2020 12:00:00 AM,2330,08,West LA,0859,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,30,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,PICO                         BL,SHERBOURNE,34.054,-118.3795
200516239,11/05/2020 12:00:00 AM,10/28/2020 12:00:00 AM,0954,05,Harbor,0551,1,310,BURGLARY,0344 1236 1607,35,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,900 N  MEYLER                       ST,,33.7443,-118.3088
200317549,09/19/2020 12:00:00 AM,09/19/2020 12:00:00 AM,0630,03,Southwest,0398,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,4300 S  FIGUEROA                     ST,,34.0051,-118.2827
200317830,09/24/2020 12:00:00 AM,09/23/2020 12:00:00 AM,1500,03,Southwest,0308,1,220,ATTEMPTED ROBBERY,0305 0334 0444 0448 0432 1251 1822,19,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,220,,,,23RD                         ST,HOOVER                       ST,34.0352,-118.284
200309844,04/13/2020 12:00:00 AM,04/13/2020 12:00:00 AM,1230,03,Southwest,0362,2,624,BATTERY - SIMPLE ASSAULT,0446 1202 0416 2021 0554,76,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3900    ROXANNE                      AV,,34.0162,-118.3482
200406717,03/10/2020 12:00:00 AM,03/09/2020 12:00:00 AM,2200,04,Hollenbeck,0408,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3800    LOCKE                        AV,,34.09,-118.179
200407998,04/19/2020 12:00:00 AM,04/19/2020 12:00:00 AM,0125,04,Hollenbeck,0491,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,729,SPECIALTY SCHOOL/OTHER,,,IC,Invest Cont,740,,,,1200 S  SOTO                         ST,,34.0233,-118.2222
